customer_id,name_en,national_id,partner_customer_name,requested_wallet
CUST100780,Esraa Ahmed,SYN252742694588,Esraa Ahmed,YES
CUST100781,Karim Mohamed,SYN816914556822,Karim Mohamed,YES
CUST100782,Mahmoud Ahmed,SYN334633403202,Mahmoud Ahmed,YES
CUST100783,Mahmoud Mourad,SYN238178391703,Mahmoud Mourad,YES
CUST100784,Mona Fouad,SYN321717017604,Mona Fouad,YES
CUST100785,Dina Hussein,SYN857863136595,Dina Hussein,YES
CUST100786,Mohamed Hassan,SYN397181166037,Mohamed Hassan,YES
CUST100787,Mostafa Ali,SYN717444882555,Mostafa Ali,YES
CUST100788,Heba Ibrahim,SYN870768667590,Heba Ibrahim,YES
CUST100789,Mohamed Omar,SYN169970200232,Mohamed Omar,YES
CUST100790,Ahmed Salem,SYN788521964660,Ahmed Salem,YES
CUST100791,Mona Kamal,SYN376898919741,Mona Kamal,YES
CUST100792,Khaled Mohamed,SYN294960127765,Khaled Mohamed,YES
CUST100793,Aya Mahmoud,SYN720011307207,Aya Mahmoud,YES
CUST100794,Nour Ibrahim,SYN918816960459,Nour Ibrahim,YES
CUST100795,Ali Hussein,SYN365517287841,Ali Hussein,YES
CUST100796,Abdelrahman Mourad,SYN611950424845,Abdelrahman Mourad,YES
CUST100797,Mona Hassan,SYN360850702464,Mona Hassan,YES
CUST100798,Sara Ibrahim,SYN598857027153,Sara Ibrahim,YES
CUST100799,Nour Ibrahim,SYN659675827588,Nour Ibrahim,YES
CUST100800,Mohamed Ahmed,SYN649301849911,Mohamed Ahmed,YES
CUST100801,Sara Ibrahim,SYN661191732678,Sara Ibrahim,YES
CUST100802,Heba Abdallah,SYN221571812995,Heba Abdallah,YES
CUST100803,Abdullah Hussein,SYN724186422628,Abdullah Hussein,YES
CUST100804,Khaled Ali,SYN707275320742,Khaled Ali,YES
CUST100805,Yasmine Ahmed,SYN714329309995,Yasmine Ahmed,YES
CUST100806,Heba Ahmed,SYN166663497464,Heba Ahmed,YES
CUST100807,Mahmoud Ibrahim,SYN502154958172,Mahmoud Ibrahim,YES
CUST100808,Mariam Ali,SYN468131618841,Mariam Ali,YES
CUST100809,Abdelrahman Mourad,SYN178040335278,Abdelrahman Mourad,YES
CUST100810,Mohamed Hussein,SYN300131135107,Mohamed Hussein,YES
CUST100811,Esraa Mansour,SYN496866368618,Esraa Mansour,YES
CUST100812,Mostafa Fouad,SYN768615678872,Mostafa Fouad,YES
CUST100813,Ali Ibrahim,SYN313355869286,Ali Ibrahim,YES
CUST100814,Yasmine Kamal,SYN846774919112,Yasmine Kamal,YES
CUST100815,Aya Ali,SYN591218457165,Aya Ali,YES
CUST100816,Mohamed Hussein,SYN784379516666,Mohamed Hussein,YES
CUST100817,Mahmoud Hussein,SYN525300385003,Mahmoud Hussein,YES
CUST100818,Mostafa Hassan,SYN549274802880,Mostafa Hassan,YES
CUST100819,Abdelrahman Mahmoud,SYN657747450441,Abdelrahman Mahmoud,YES
CUST100820,Mohamed Mahmoud,SYN935173547349,Mohamed Mahmoud,YES
CUST100821,Mostafa Omar,SYN542631323271,Mostefa Omar,YES
CUST100822,Mahmoud Mahmoud,SYN575791784297,Mahmoud Mahmoud,YES
CUST100823,Mostafa Kamal,SYN641797267174,Mostafa Kamal,YES
CUST100824,Karim Omar,SYN763763623567,Karim Omar,YES
CUST100825,Ahmed Kamal,SYN164665301937,Ahmed Kamal,YES
CUST100826,Mostafa Ali,SYN564118694669,Mostafa Ali,YES
CUST100827,Esraa Mourad,SYN533432430285,Esraa Mourad,YES
CUST100828,Esraa Mansour,SYN929516485813,Esraa Mansour,YES
CUST100829,Mohamed Mourad,SYN544155922392,Mohamed Mourad,YES
CUST100830,Youssef Mohamed,SYN521488481224,Youssef Mohamed,YES
CUST100831,Youssef Mourad,SYN965979989681,Youssef Mourad,YES
CUST100832,Mona Salem,SYN505518817240,Mona Salem,YES
CUST100833,Mahmoud Ali,SYN262795987289,Mahmoud Ali,YES
CUST100834,Esraa Abdallah,SYN295224510525,Esraa Abdallah,YES
CUST100835,Yasmine Hassan,SYN185668784503,Yasmine Hassan,YES
CUST100836,Aya Mourad,SYN100511316333,Aya Mourad,YES
CUST100837,Omar Mahmoud,SYN488751094900,Omar Mahmoud,YES
CUST100838,Mohamed Hussein,SYN792318323168,Mohamed Hussein,YES
CUST100839,Abdullah Salem,SYN760119798519,Abdullah Salem,YES
CUST100840,Ali Abdallah,SYN128934179022,Ali Abdallah,YES
CUST100841,Mostafa Ali,SYN612984613234,Mostafa Ali,YES
CUST100842,Abdullah Youssef,SYN238854812872,Abdullah Youssef,YES
CUST100843,Mohamed Youssef,SYN946968656288,Mohamed Youssef,YES
CUST100844,Mohamed Omar,SYN250628499679,Mohamed Omar,YES
CUST100845,Mohamed Mansour,SYN663975295927,Mohamed Mansour,YES
CUST100846,Omar Abdallah,SYN393614525947,Omar Abdallah,YES
CUST100847,Ahmed Salem,SYN677405193367,Ahmed Salem,YES
CUST100848,Aya Ibrahim,SYN471032736817,Aya Ibrahim,YES
CUST100849,Karim Hassan,SYN783678747075,Karim Hassan,YES
CUST100850,Abdelrahman Ali,SYN307611212795,Abdelrahman Ali,YES
CUST100851,Aya Hussein,SYN915212667622,Aya Hussein,YES
CUST100852,Abdelrahman Abdallah,SYN550188684382,Abdelrahman Abdallah,YES
CUST100853,Youssef Hassan,SYN780483832941,Youssef Hassan,YES
CUST100854,Ali Ali,SYN864757172261,Ali Ali,YES
CUST100855,Aya Youssef,SYN998945749859,Aya Youssef,YES
CUST100856,Youssef Mohamed,SYN301551099034,Youssef Mohamed,YES
CUST100857,Ahmed Salem,SYN358203172207,Ahmed Salem,YES
CUST100858,Mostafa Ibrahim,SYN325389778058,Mostafa Ibrahim,YES
CUST100859,Aya Omar,SYN336584198943,Aya Omar,YES
CUST100860,Abdelrahman Omar,SYN624200267385,Abdelrahman Omar,YES
CUST100861,Abdullah Mahmoud,SYN994170270831,Abdullah Mahmoud,YES
CUST100862,Mahmoud Youssef,SYN991250278383,Mahmoud Youssef,YES
CUST100863,Yasmine Mohamed,SYN574095908226,Yasmine Mohamed,YES
CUST100864,Aya Youssef,SYN675124489238,Aya Youssef,YES
CUST100865,Mostafa Abdallah,SYN873973489331,Mostafa Abdallah,YES
CUST100866,Aya Ali,SYN939640112608,Aya Ali,YES
CUST100867,Aya Omar,SYN283474564596,Aya Omar,YES
CUST100868,Nour Ahmed,SYN575687556048,Nour Ahmed,YES
CUST100869,Mohamed Omar,SYN849553349195,Mohamed Omar,YES
CUST100870,Mona Ahmed,SYN372881868971,Mona Ahmed,YES
CUST100871,Youssef Hussein,SYN495828138232,Youssef Hussein,YES
CUST100872,Mahmoud Mansour,SYN987058991360,Mahmoud Mansour,YES
CUST100873,Mahmoud Mourad,SYN986542027048,Mahmoud Mourad,YES
CUST100874,Mostafa Abdallah,SYN915496129688,Mostafa Abdallah,YES
CUST100875,Heba Ali,SYN818603510345,Heba Ali,YES
CUST100876,Heba Hussein,SYN342217450650,Heba Hussein,YES
CUST100877,Khaled Kamal,SYN388765066660,Khaled Kamal,YES
CUST100878,Heba Fouad,SYN592554557084,Heba Fouad,YES
CUST100879,Karim Ali,SYN604699637105,Karim Ali,YES
CUST100880,Ahmed Mohamed,SYN554952537421,Ahmed Mohamed,YES
CUST100881,Esraa Hussein,SYN673003251924,Esraa Hussein,YES
CUST100882,Nour Hassan,SYN467490720369,Nour Hassan,YES
CUST100883,Omar Youssef,SYN774256741583,Omar Youssef,YES
CUST100884,Aya Mansour,SYN400194933830,Aya Mansour,YES
CUST100885,Khaled Hassan,SYN397609297251,Khaled Hassan,YES
CUST100886,Ahmed Mansour,SYN214503365702,Ahmed Mansour,YES
CUST100887,Omar Abdallah,SYN269840989026,Omar Abdallah,YES
CUST100888,Mohamed Ahmed,SYN865468791029,Mohamed Ahmed,YES
CUST100889,Ali Abdallah,SYN501654104722,Ali Abdallah,YES
CUST100890,Ahmed Hassan,SYN305081007897,Ahmed Hassan,YES
CUST100891,Khaled Hussein,SYN783406990020,Khaled Hussein,YES
CUST100892,Heba Kamal,SYN598583013235,Heba Kamal,YES
CUST100893,Abdelrahman Fouad,SYN119040410280,Abdelrahman Fouad,YES
CUST100894,Khaled Hassan,SYN384725311603,Khaled Hassan,YES
CUST100895,Karim Youssef,SYN259301270009,Karim Youssef,YES
CUST100896,Heba Salem,SYN690285574884,Heba Salem,YES
CUST100897,Ahmed Kamal,SYN347527936567,Ahmed Kamal,YES
CUST100898,Ahmed Omar,SYN158452101288,Ahmed Omar,YES
CUST100899,Karim Mohamed,SYN149441490277,Karim Mohamed,YES
CUST100900,Mohamed Salem,SYN623554568162,Mohamed Salem,YES
CUST100901,Mohamed Ibrahim,SYN119551110133,Mohamed Ibrahim,YES
CUST100902,Youssef Fouad,SYN863912901822,Youssef Fouad,YES
CUST100903,Esraa Hussein,SYN239857407331,Esraa Hussein,YES
CUST100904,Mona Mahmoud,SYN645909701675,Mona Mahmoud,YES
CUST100905,Khaled Hussein,SYN500219225209,Khaled Hussein,YES
CUST100906,Nour Mahmoud,SYN498566369108,Nour Mahmoud,YES
CUST100907,Omar Hassan,SYN164617428124,Omar Hassan,YES
CUST100908,Mariam Ahmed,SYN822477025190,Mariam Ahmed,YES
CUST100909,Ahmed Mourad,SYN903747236277,Ahmed Mourad,YES
CUST100910,Yasmine Ali,SYN109915000645,Yasmine Ali,YES
CUST100911,Omar Kamal,SYN260743758127,Omar Kamal,YES
CUST100912,Mariam Ahmed,SYN913513769915,Mariam Ahmed,YES
CUST100913,Abdelrahman Omar,SYN594544251520,Abdelrahman Omar,YES
CUST100914,Dina Mahmoud,SYN235035620423,Dina Mahmoud,YES
CUST100915,Mona Ibrahim,SYN282511407348,Mona Ibrahim,YES
CUST100916,Heba Mahmoud,SYN693987619813,Heba Mahmoud,YES
CUST100917,Yasmine Ibrahim,SYN752335140022,Yasmine Ibrahim,YES
CUST100918,Ali Abdallah,SYN639484127721,Ali Abdallah,YES
CUST100919,Karim Ibrahim,SYN957833541921,Karim Ibrahim,YES
CUST100920,Esraa Mohamed,SYN544657243295,Esraa Mohamed,YES
CUST100921,Dina Salem,SYN370244720928,Dina Salem,YES
CUST100922,Nour Youssef,SYN529509618978,Nour Youssef,YES
CUST100923,Mahmoud Abdallah,SYN423699664299,Mahmoud Abdallah,YES
CUST100924,Youssef Mohamed,SYN301974303407,Youssef Mohamed,YES
CUST100925,Abdullah Ali,SYN141366924406,Abdullah Ali,YES
CUST100926,Heba Mohamed,SYN416991244208,Heba Mohamed,YES
CUST100927,Sara Ali,SYN740268412938,Sara Ali,YES
CUST100928,Nour Hassan,SYN116594022587,Nour Hassan,YES
CUST100929,Dina Mourad,SYN495260661885,Dina Mourad,YES
CUST100930,Heba Ali,SYN679608461304,Heba Ali,YES
CUST100931,Mostafa Ibrahim,SYN649363698256,Mostafa Ibrahim,YES
CUST100932,Ali Youssef,SYN798983592299,Ali Youssef,YES
CUST100933,Karim Mourad,SYN829467744093,Karim Mourad,YES
CUST100934,Nour Hassan,SYN740535238827,Nour Hassan,YES
CUST100935,Abdullah Hassan,SYN192517926530,Abdullah Hassan,YES
CUST100936,Omar Mohamed,SYN527520199603,Omar Mohamed,YES
CUST100937,Mahmoud Salem,SYN643065361738,Mahmoud Salem,YES
CUST100938,Mona Mourad,SYN321009434928,Mona Mourad,YES
CUST100939,Heba Hussein,SYN138296635882,Heba Hussein,YES
CUST100940,Mostafa Hassan,SYN301231288788,Mostafa Hassan,YES
CUST100941,Nour Hussein,SYN509404961559,Nour Hussein,YES
CUST100942,Abdullah Kamal,SYN472537287149,Abdullah Kamal,YES
CUST100943,Mona Ahmed,SYN259000283194,Mona Ahmed,YES
CUST100944,Mahmoud Mohamed,SYN841973988415,Mahmoud Mohamed,YES
CUST100945,Mahmoud Ali,SYN933118001863,Mahmoud Ali,YES
CUST100946,Abdelrahman Hassan,SYN281213487147,Abdelrahman Hassan,YES
CUST100947,Mahmoud Kamal,SYN936615624010,Mahmoud Kamal,YES
CUST100948,Abdullah Ahmed,SYN116074863257,Abdullah Ahmed,YES
CUST100949,Ali Mahmoud,SYN932466225436,Ali Mahmoud,YES
CUST100950,Ahmed Kamal,SYN956735911072,Ahmed Kamal,YES
CUST100951,Sara Mansour,SYN110846676714,Sara Mansour,YES
CUST100952,Karim Ali,SYN786717367099,Karim Ali,YES
CUST100953,Nour Abdallah,SYN973181415312,Nour Abdallah,YES
CUST100954,Yasmine Mourad,SYN915311996936,Yasmine Mourad,YES
CUST100955,Karim Abdallah,SYN973639145076,Karim Abdallah,YES
CUST100956,Nour Ibrahim,SYN595291155127,Nour Ibrahim,YES
CUST100957,Karim Ibrahim,SYN170340525896,Karim Ibrahim,YES
CUST100958,Abdelrahman Mansour,SYN864810278024,Abdelrahman Mansour,YES
CUST100959,Nour Hassan,SYN652445430228,Nour Hassan,YES
CUST100960,Omar Youssef,SYN653263069769,Omar Youssef,YES
CUST100961,Nour Mourad,SYN475528248872,Nour Mourad,YES
CUST100962,Aya Hassan,SYN614657778868,Aya Hassan,YES
CUST100963,Youssef Youssef,SYN238221801177,Youssef Youssef,YES
CUST100964,Abdullah Youssef,SYN765793023909,Abdullah Youssef,YES
CUST100965,Dina Omar,SYN167515576616,Dina Omar,YES
CUST100966,Karim Mohamed,SYN756802690339,Karim Mohamed,YES
CUST100967,Sara Ibrahim,SYN864080580362,Sara Ibrahim,YES
CUST100968,Abdullah Youssef,SYN525221809808,Abdullah Youssef,YES
CUST100969,Mohamed Hassan,SYN558847329451,Mohamed Hassan,YES
CUST100970,Ali Youssef,SYN380992845629,Ali Youssef,YES
CUST100971,Nour Kamal,SYN972512725353,Nour Kamal,YES
CUST100972,Mona Fouad,SYN759812027103,Mona Fouad,YES
CUST100973,Mona Mohamed,SYN432089697970,Mona Mohamed,YES
CUST100974,Mahmoud Salem,SYN257326647609,Mahmoud Salem,YES
CUST100975,Youssef Ahmed,SYN297621632981,Youssef Ahmed,YES
CUST100976,Ahmed Kamal,SYN517530057499,Ahmed Kamal,YES
CUST100977,Dina Mohamed,SYN948311560282,Dina Mohamed,YES
CUST100978,Mariam Ahmed,SYN760731711184,Mariam Ahmed,YES
CUST100979,Dina Omar,SYN293719373361,Dina Omar,YES
CUST100980,Dina Mansour,SYN873605020077,Dina Mansour,YES
CUST100981,Khaled Mansour,SYN440380470708,Khaled Mansour,YES
CUST100982,Heba Ahmed,SYN866549964477,Heba Ahmed,YES
CUST100983,Karim Omar,SYN317529638183,Karim Omar,YES
CUST100984,Dina Mansour,SYN656794550742,Dina Mansour,YES
CUST100985,Mostafa Omar,SYN934003439273,Mostafa Omar,YES
CUST100986,Karim Youssef,SYN332104608233,Karim Youssef,YES
CUST100987,Sara Hussein,SYN723633931527,Sara Hussein,YES
CUST100988,Youssef Hussein,SYN988581357961,Youssef Hussein,YES
CUST100989,Yasmine Kamal,SYN235538458518,Yasmine Kamal,YES
CUST100990,Sara Ibrahim,SYN179562061630,Sara Ibrahim,YES
CUST100991,Heba Abdallah,SYN706775673200,Heba Abdallah,YES
CUST100992,Omar Mahmoud,SYN405762352974,Omar Mahmoud,YES
CUST100993,Nour Mansour,SYN164120029629,Nour Mansour,YES
CUST100994,Heba Omar,SYN527775056095,Heba Omar,YES
CUST100995,Karim Ahmed,SYN778393611679,Karim Ahmed,YES
CUST100996,Heba Salem,SYN356610160373,Heba Salem,YES
CUST100997,Mariam Mourad,SYN401542189754,Mariam Mourad,YES
CUST100998,Abdelrahman Mahmoud,SYN861129460582,Abdelrahman Mahmoud,YES
CUST100999,Heba Mahmoud,SYN568064721035,Heba Mahmoud,YES
CUST100055,Mohamed Mourad,SYN707262892614,Mohamed Mourad Duplicate,YES
CUST100055,Mohamed Mourad,SYN707262892614,Mohamed Mourad Duplicate,YES
CUST100300,Mariam Omar,SYN293085075304,Mariam Omar Duplicate,YES
